Code,Country,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes,GDP_Growth,Passangers,Pass_change
AUS,Australia,EDUTRY,25_34,PC_AGE,A,1998,28.1396,,#N/A,30185700,NA
AUS,Australia,EDUTRY,25_34,PC_AGE,A,1999,28.9816,,5.0181,31579700,0.046180807
AUS,Australia,EDUTRY,25_34,PC_AGE,A,2000,31.3725,,3.9432,32577569,0.031598432
AUS,Australia,EDUTRY,25_34,PC_AGE,A,2001,33.5119,,1.9331,33477398,0.027621122
AUS,Australia,EDUTRY,25_34,PC_AGE,A,2002,35.7973,,4.0030,39021581,0.165609735
AUS,Australia,EDUTRY,25_34,PC_AGE,A,2003,36.3228,,2.9857,41386432,0.06060367
AUS,Australia,EDUTRY,25_34,PC_AGE,A,2004,36.1682,,4.0011,41596552,0.005077026
AUS,Australia,EDUTRY,25_34,PC_AGE,A,2005,38.0983,,3.1903,44657324,0.073582349
AUS,Australia,EDUTRY,25_34,PC_AGE,A,2006,38.8041,,2.8342,46951775,0.051379053
AUS,Australia,EDUTRY,25_34,PC_AGE,A,2007,40.7289,,3.7773,48728837,0.037848665
AUS,Australia,EDUTRY,25_34,PC_AGE,A,2008,41.9968,,3.6578,51488427,0.056631559
AUS,Australia,EDUTRY,25_34,PC_AGE,A,2009,44.7785,,1.9227,50026967,-0.028384243
AUS,Australia,EDUTRY,25_34,PC_AGE,A,2010,44.3748,,2.0529,60640913,0.212164491
AUS,Australia,EDUTRY,25_34,PC_AGE,A,2011,44.6155,,2.4511,63360310.34,0.044844268
AUS,Australia,EDUTRY,25_34,PC_AGE,A,2012,47.2311,,3.8919,66355274,0.047268766
AUS,Australia,EDUTRY,25_34,PC_AGE,A,2013,45.7452,,2.6395,68197955,0.027769925
AUS,Australia,EDUTRY,25_34,PC_AGE,A,2014,48.1314,,2.5583,68123237.67,-0.001095595
AUS,Australia,EDUTRY,25_34,PC_AGE,A,2015,48.4663,,2.3511,69779346,0.024310476
AUS,Australia,EDUTRY,25_34,PC_AGE,A,2016,49.3052,,2.8273,72446421,0.038221553
AUS,Australia,EDUTRY,25_34,PC_AGE,A,2017,51.9891,,1.9576,74257326,0.024996473
AUT,Austria,EDUTRY,25_34,PC_AGE,A,2004,30.4734,,2.7351,7619372,NA
AUT,Austria,EDUTRY,25_34,PC_AGE,A,2005,30.5710,,2.2441,8037890,0.054928149
AUT,Austria,EDUTRY,25_34,PC_AGE,A,2006,31.5188,,3.4540,8785116,0.092962954
AUT,Austria,EDUTRY,25_34,PC_AGE,A,2007,31.0659,,3.7274,9140909,0.040499522
AUT,Austria,EDUTRY,25_34,PC_AGE,A,2008,32.6807,,1.4604,9140680,-2.50522E-05
AUT,Austria,EDUTRY,25_34,PC_AGE,A,2009,33.4087,,-3.7646,8520740,-0.067822088
AUT,Austria,EDUTRY,25_34,PC_AGE,A,2010,33.8638,,1.8371,13493793,0.583640975
AUT,Austria,EDUTRY,25_34,PC_AGE,A,2011,34.8084,,2.9228,14088251.66,0.04405423
AUT,Austria,EDUTRY,25_34,PC_AGE,A,2012,36.1278,,0.6804,14518841.05,0.030563721
AUT,Austria,EDUTRY,25_34,PC_AGE,A,2013,38.6661,,0.0255,15037454,0.035719996
AUT,Austria,EDUTRY,25_34,PC_AGE,A,2014,38.4031,,0.8287,15210489,0.011506935
AUT,Austria,EDUTRY,25_34,PC_AGE,A,2015,38.6268,,1.0919,14718641,-0.032336107
AUT,Austria,EDUTRY,25_34,PC_AGE,A,2016,39.6710,,1.4509,14724774,0.000416682
AUT,Austria,EDUTRY,25_34,PC_AGE,A,2017,40.3247,,3.0353,16171640,0.098260659
BEL,Belgium,EDUTRY,25_34,PC_AGE,A,2000,36.0206,,3.6337,10738119,NA
BEL,Belgium,EDUTRY,25_34,PC_AGE,A,2001,37.5061,,0.8115,8489007,-0.209451208
BEL,Belgium,EDUTRY,25_34,PC_AGE,A,2002,37.6440,,1.7805,2341816,-0.724135461
BEL,Belgium,EDUTRY,25_34,PC_AGE,A,2003,38.9102,,0.7746,2904114,0.240111947
BEL,Belgium,EDUTRY,25_34,PC_AGE,A,2004,40.7303,,3.6347,3264582,0.124123227
BEL,Belgium,EDUTRY,25_34,PC_AGE,A,2005,40.6059,,2.0943,3340509,0.023257801
BEL,Belgium,EDUTRY,25_34,PC_AGE,A,2006,41.8634,,2.5061,3641155,0.090000057
BEL,Belgium,EDUTRY,25_34,PC_AGE,A,2007,41.3390,,3.4490,4078094,0.12000011
BEL,Belgium,EDUTRY,25_34,PC_AGE,A,2008,42.2714,,0.7832,5878585,0.441503065
BEL,Belgium,EDUTRY,25_34,PC_AGE,A,2009,42.4843,,-2.2532,4858700,-0.17349158
BEL,Belgium,EDUTRY,25_34,PC_AGE,A,2010,43.8012,,2.7442,7528586.304,0.549506309
BEL,Belgium,EDUTRY,25_34,PC_AGE,A,2011,42.4557,,1.7983,8638553.1,0.147433628
BEL,Belgium,EDUTRY,25_34,PC_AGE,A,2012,42.9899,,0.2348,9508165.315,0.10066642
BEL,Belgium,EDUTRY,25_34,PC_AGE,A,2013,42.6631,,0.2007,9521421,0.001394137
BEL,Belgium,EDUTRY,25_34,PC_AGE,A,2014,44.2391,,1.2933,10535219,0.106475494
BEL,Belgium,EDUTRY,25_34,PC_AGE,A,2015,43.1443,,1.4270,11473055,0.089019127
BEL,Belgium,EDUTRY,25_34,PC_AGE,A,2016,44.3111,,1.4123,12545322,0.093459589
BEL,Belgium,EDUTRY,25_34,PC_AGE,A,2017,45.7251,,1.7298,13676844,0.090194736
CAN,Canada,EDUTRY,25_34,PC_AGE,A,1998,45.5558,,#N/A,24653300,NA
CAN,Canada,EDUTRY,25_34,PC_AGE,A,1999,46.9888,,5.1632,24602000,-0.002080857
CAN,Canada,EDUTRY,25_34,PC_AGE,A,2000,48.4001,,5.1827,41767974,0.697747094
CAN,Canada,EDUTRY,25_34,PC_AGE,A,2001,50.8567,,1.7708,40451914,-0.03150883
CAN,Canada,EDUTRY,25_34,PC_AGE,A,2002,51.6290,,3.0100,23323029,-0.423438184
CAN,Canada,EDUTRY,25_34,PC_AGE,A,2003,53.1793,,1.8023,35884417,0.538583046
CAN,Canada,EDUTRY,25_34,PC_AGE,A,2004,53.1971,,3.0860,40701307,0.134233475
CAN,Canada,EDUTRY,25_34,PC_AGE,A,2005,53.6949,,3.2014,45229860,0.111263085
CAN,Canada,EDUTRY,25_34,PC_AGE,A,2006,54.6226,,2.6234,46726978,0.033100213
CAN,Canada,EDUTRY,25_34,PC_AGE,A,2007,55.6747,,2.0628,52103547,0.115063486
CAN,Canada,EDUTRY,25_34,PC_AGE,A,2008,55.6193,,1.0004,53718757,0.031000001
CAN,Canada,EDUTRY,25_34,PC_AGE,A,2009,55.7805,,-2.9496,52583516,-0.021133047
CAN,Canada,EDUTRY,25_34,PC_AGE,A,2010,56.1698,,3.0835,63277409.38,0.203369691
CAN,Canada,EDUTRY,25_34,PC_AGE,A,2011,56.4013,,3.1412,66078011.95,0.044259122
CAN,Canada,EDUTRY,25_34,PC_AGE,A,2012,57.0568,,1.7455,70467400.79,0.066427374
CAN,Canada,EDUTRY,25_34,PC_AGE,A,2013,57.6034,,2.4750,71526725.92,0.015032839
CAN,Canada,EDUTRY,25_34,PC_AGE,A,2014,57.7253,,2.8557,75528607,0.055949451
CAN,Canada,EDUTRY,25_34,PC_AGE,A,2015,59.1828,,1.0009,80228302,0.062224039
CAN,Canada,EDUTRY,25_34,PC_AGE,A,2016,60.5826,,1.4141,85406425,0.064542348
CAN,Canada,EDUTRY,25_34,PC_AGE,A,2017,60.9168,,3.0474,91404001,0.070223944
CZE,Czech Republic,EDUTRY,25_34,PC_AGE,A,1998,10.4558,,#N/A,1600800,NA
CZE,Czech Republic,EDUTRY,25_34,PC_AGE,A,1999,10.9410,,1.4328,1852600,0.157296352
CZE,Czech Republic,EDUTRY,25_34,PC_AGE,A,2000,11.1991,,4.2667,2229216,0.203290511
CZE,Czech Republic,EDUTRY,25_34,PC_AGE,A,2001,11.2772,,2.9088,2565808,0.1509912
CZE,Czech Republic,EDUTRY,25_34,PC_AGE,A,2002,12.2670,,1.6525,2808793,0.094701162
CZE,Czech Republic,EDUTRY,25_34,PC_AGE,A,2003,12.0512,,3.6030,3391474,0.207448894
CZE,Czech Republic,EDUTRY,25_34,PC_AGE,A,2004,12.9785,,4.9066,4219478,0.244142812
CZE,Czech Republic,EDUTRY,25_34,PC_AGE,A,2005,14.2313,,6.5335,4706226,0.115357397
CZE,Czech Republic,EDUTRY,25_34,PC_AGE,A,2006,15.2464,,6.8535,4921600,0.045763633
CZE,Czech Republic,EDUTRY,25_34,PC_AGE,A,2007,15.4724,,5.6026,4869586,-0.010568514
CZE,Czech Republic,EDUTRY,25_34,PC_AGE,A,2008,17.6748,,2.6823,4974879,0.021622577
CZE,Czech Republic,EDUTRY,25_34,PC_AGE,A,2009,20.2401,,-4.8026,5048360,0.014770409
CZE,Czech Republic,EDUTRY,25_34,PC_AGE,A,2010,22.6304,,2.2734,5145187,0.019179892
CZE,Czech Republic,EDUTRY,25_34,PC_AGE,A,2011,25.1247,,1.7778,4902816,-0.047106354
CZE,Czech Republic,EDUTRY,25_34,PC_AGE,A,2012,27.8324,,-0.7998,3594882,-0.266771994
CZE,Czech Republic,EDUTRY,25_34,PC_AGE,A,2013,29.1950,,-0.4837,5186676,0.442794506
CZE,Czech Republic,EDUTRY,25_34,PC_AGE,A,2014,29.8874,,2.7151,5009995,-0.034064399
CZE,Czech Republic,EDUTRY,25_34,PC_AGE,A,2015,31.0103,,5.3092,3378028,-0.325742241
CZE,Czech Republic,EDUTRY,25_34,PC_AGE,A,2016,32.5645,,2.5933,4048658,0.19852707
CZE,Czech Republic,EDUTRY,25_34,PC_AGE,A,2017,33.8210,,4.2891,5450671,0.346290796
DNK,Denmark,EDUTRY,25_34,PC_AGE,A,1998,26.8483,,#N/A,5946600,NA
DNK,Denmark,EDUTRY,25_34,PC_AGE,A,1999,28.6308,,2.9480,5767700,-0.030084418
DNK,Denmark,EDUTRY,25_34,PC_AGE,A,2000,29.2955,,3.7469,5922623,0.026860447
DNK,Denmark,EDUTRY,25_34,PC_AGE,A,2001,31.0661,,0.8232,6382092,0.077578634
DNK,Denmark,EDUTRY,25_34,PC_AGE,A,2002,32.3599,,0.4663,6322432,-0.009348032
DNK,Denmark,EDUTRY,25_34,PC_AGE,A,2003,35.0097,,0.3901,5886037,-0.069023281
DNK,Denmark,EDUTRY,25_34,PC_AGE,A,2004,37.5931,,2.6682,6428701,0.092195139
DNK,Denmark,EDUTRY,25_34,PC_AGE,A,2005,39.8318,,2.3367,0,-1
DNK,Denmark,EDUTRY,25_34,PC_AGE,A,2006,40.8081,,3.9130,0,#DIV/0!
DNK,Denmark,EDUTRY,25_34,PC_AGE,A,2007,36.1852,,0.9093,0,#DIV/0!
DNK,Denmark,EDUTRY,25_34,PC_AGE,A,2008,36.3571,,-0.5120,0,#DIV/0!
DNK,Denmark,EDUTRY,25_34,PC_AGE,A,2009,37.6106,,-4.9065,0,#DIV/0!
DNK,Denmark,EDUTRY,25_34,PC_AGE,A,2010,37.5821,,1.8710,0,#DIV/0!
DNK,Denmark,EDUTRY,25_34,PC_AGE,A,2011,38.5801,,1.3368,0,#DIV/0!
DNK,Denmark,EDUTRY,25_34,PC_AGE,A,2012,40.2440,,0.2265,0,#DIV/0!
DNK,Denmark,EDUTRY,25_34,PC_AGE,A,2013,41.2413,,0.9334,0,#DIV/0!
DNK,Denmark,EDUTRY,25_34,PC_AGE,A,2014,42.1306,,1.6194,0,#DIV/0!
DNK,Denmark,EDUTRY,25_34,PC_AGE,A,2015,44.4751,,1.6066,0,#DIV/0!
DNK,Denmark,EDUTRY,25_34,PC_AGE,A,2016,45.8820,,1.9641,0,#DIV/0!
DNK,Denmark,EDUTRY,25_34,PC_AGE,A,2017,46.5703,,2.2401,0,#DIV/0!
FIN,Finland,EDUTRY,25_34,PC_AGE,A,2000,38.6716,,5.6349,6828143,NA
FIN,Finland,EDUTRY,25_34,PC_AGE,A,2003,37.9346,,1.9940,6183906,-0.09435025
FIN,Finland,EDUTRY,25_34,PC_AGE,A,2004,38.1725,,3.9261,7049416,0.139961701
FIN,Finland,EDUTRY,25_34,PC_AGE,A,2005,37.5417,,2.7800,7075195,0.003656899
FIN,Finland,EDUTRY,25_34,PC_AGE,A,2006,38.4514,,4.0552,7597125,0.073768992
FIN,Finland,EDUTRY,25_34,PC_AGE,A,2007,39.2972,,5.1848,8288683,0.091028909
FIN,Finland,EDUTRY,25_34,PC_AGE,A,2008,38.2891,,0.7207,7916485,-0.044904359
FIN,Finland,EDUTRY,25_34,PC_AGE,A,2009,39.3881,,-8.2690,7423265,-0.062302903
FIN,Finland,EDUTRY,25_34,PC_AGE,A,2010,39.2070,,2.9923,8685772.868,0.170074471
FIN,Finland,EDUTRY,25_34,PC_AGE,A,2011,39.3773,,2.5708,9508050,0.094669426
FIN,Finland,EDUTRY,25_34,PC_AGE,A,2012,39.7497,,-1.4262,10731828.49,0.128709724
FIN,Finland,EDUTRY,25_34,PC_AGE,A,2013,39.9928,,-0.7580,10467321,-0.024647011
FIN,Finland,EDUTRY,25_34,PC_AGE,A,2014,40.3082,,-0.6317,10992792,0.050201097
FIN,Finland,EDUTRY,25_34,PC_AGE,A,2015,40.5249,,0.1351,13035848,0.185854149
FIN,Finland,EDUTRY,25_34,PC_AGE,A,2016,41.1337,,2.1354,13754228,0.055108037
FIN,Finland,EDUTRY,25_34,PC_AGE,A,2017,41.2536,,2.6343,14831371,0.078313592
FRA,France,EDUTRY,25_34,PC_AGE,A,1998,29.6447,,#N/A,42232400,NA
FRA,France,EDUTRY,25_34,PC_AGE,A,1999,30.9377,,3.4071,49536300,0.172945416
FRA,France,EDUTRY,25_34,PC_AGE,A,2000,31.3757,,3.8752,52581312,0.061470316
FRA,France,EDUTRY,25_34,PC_AGE,A,2001,34.2325,,1.9545,50476541,-0.040028879
FRA,France,EDUTRY,25_34,PC_AGE,A,2002,36.0533,,1.1185,49305864,-0.023192496
FRA,France,EDUTRY,25_34,PC_AGE,A,2003,37.8552,,0.8195,47258820,-0.041517252
FRA,France,EDUTRY,25_34,PC_AGE,A,2004,38.2203,,2.7864,48543473,0.027183349
FRA,France,EDUTRY,25_34,PC_AGE,A,2005,39.7762,,1.6077,52477178,0.081034684
FRA,France,EDUTRY,25_34,PC_AGE,A,2006,41.4161,,2.3750,59537872,0.134547898
FRA,France,EDUTRY,25_34,PC_AGE,A,2007,41.4443,,2.3615,61551258,0.033816896
FRA,France,EDUTRY,25_34,PC_AGE,A,2008,40.8253,,0.1953,61214656,-0.005468645
FRA,France,EDUTRY,25_34,PC_AGE,A,2009,43.1499,,-2.9413,58318312,-0.047314552
FRA,France,EDUTRY,25_34,PC_AGE,A,2010,42.8718,,1.9657,60864422.11,0.043658844
FRA,France,EDUTRY,25_34,PC_AGE,A,2011,42.9883,,2.0792,64185339.34,0.054562536
FRA,France,EDUTRY,25_34,PC_AGE,A,2012,42.9100,,0.1827,64683769.02,0.007765476
FRA,France,EDUTRY,25_34,PC_AGE,A,2013,44.0557,,0.5762,63925151,-0.011728105
FRA,France,EDUTRY,25_34,PC_AGE,A,2014,44.7263,,0.9476,63434263,-0.007679106
FRA,France,EDUTRY,25_34,PC_AGE,A,2015,44.6876,,1.0675,65039503,0.025305567
FRA,France,EDUTRY,25_34,PC_AGE,A,2016,44.0370,,1.1877,65362743,0.004969903
FRA,France,EDUTRY,25_34,PC_AGE,A,2017,44.3443,,1.8194,68316473,0.045189811
DEU,Germany,EDUTRY,25_34,PC_AGE,A,1998,21.5455,,#N/A,49279800,NA
DEU,Germany,EDUTRY,25_34,PC_AGE,A,1999,21.5283,,1.9871,54652800,0.109030475
DEU,Germany,EDUTRY,25_34,PC_AGE,A,2000,22.2510,,2.9621,57962865,0.060565332
DEU,Germany,EDUTRY,25_34,PC_AGE,A,2001,21.7795,,1.6955,56389365,-0.027146691
DEU,Germany,EDUTRY,25_34,PC_AGE,A,2002,21.7396,,0.0000,61889678,0.097541673
DEU,Germany,EDUTRY,25_34,PC_AGE,A,2003,21.7997,,-0.7099,72693124,0.174559738
DEU,Germany,EDUTRY,25_34,PC_AGE,A,2004,22.9428,,1.1700,82099657,0.129400588
DEU,Germany,EDUTRY,25_34,PC_AGE,A,2005,22.4946,,0.7067,90788848,0.105837117
DEU,Germany,EDUTRY,25_34,PC_AGE,A,2006,21.9840,,3.7002,99647314,0.097572182
DEU,Germany,EDUTRY,25_34,PC_AGE,A,2007,22.6218,,3.2605,106101747,0.064772775
DEU,Germany,EDUTRY,25_34,PC_AGE,A,2008,23.9169,,1.0823,107941584,0.017340308
DEU,Germany,EDUTRY,25_34,PC_AGE,A,2009,25.6553,,-5.6189,103396735,-0.042104709
DEU,Germany,EDUTRY,25_34,PC_AGE,A,2010,26.1340,,4.0799,97330734.28,-0.058667237
DEU,Germany,EDUTRY,25_34,PC_AGE,A,2011,27.6714,,3.6600,107042775.8,0.099783913
DEU,Germany,EDUTRY,25_34,PC_AGE,A,2012,28.9563,,0.4920,105978474.5,-0.009942766
DEU,Germany,EDUTRY,25_34,PC_AGE,A,2013,29.9953,,0.4896,109062321.5,0.029098805
DEU,Germany,EDUTRY,25_34,PC_AGE,A,2014,28.4228,,1.9297,112353098.6,0.030173364
DEU,Germany,EDUTRY,25_34,PC_AGE,A,2015,29.5887,,1.7432,117222850,0.043343276
DEU,Germany,EDUTRY,25_34,PC_AGE,A,2016,30.5276,,1.9436,116713587,-0.0043444
DEU,Germany,EDUTRY,25_34,PC_AGE,A,2017,31.3087,,2.2228,116847033,0.001143363
GRC,Greece,EDUTRY,25_34,PC_AGE,A,1998,24.0001,,#N/A,6403400,NA
GRC,Greece,EDUTRY,25_34,PC_AGE,A,1999,23.9486,,3.0726,6590700,0.029250086
GRC,Greece,EDUTRY,25_34,PC_AGE,A,2000,23.9219,,3.9198,7937434,0.204338538
GRC,Greece,EDUTRY,25_34,PC_AGE,A,2001,23.4804,,4.1316,8430333,0.062098028
GRC,Greece,EDUTRY,25_34,PC_AGE,A,2002,23.7060,,3.9229,7579225,-0.100957815
GRC,Greece,EDUTRY,25_34,PC_AGE,A,2003,23.7321,,5.7945,7518932,-0.007955035
GRC,Greece,EDUTRY,25_34,PC_AGE,A,2004,25.4936,,5.0610,9276954,0.233812728
GRC,Greece,EDUTRY,25_34,PC_AGE,A,2005,25.6638,,0.5991,9452219,0.018892516
GRC,Greece,EDUTRY,25_34,PC_AGE,A,2006,27.0226,,5.6524,9481314,0.003078113
GRC,Greece,EDUTRY,25_34,PC_AGE,A,2007,28.0665,,3.2738,10206223,0.076456597
GRC,Greece,EDUTRY,25_34,PC_AGE,A,2008,28.4547,,-0.3352,9442743,-0.074805342
GRC,Greece,EDUTRY,25_34,PC_AGE,A,2009,29.5994,,-4.3007,8795133,-0.068582826
GRC,Greece,EDUTRY,25_34,PC_AGE,A,2010,31.1600,,-5.4790,10352657.53,0.177089366
GRC,Greece,EDUTRY,25_34,PC_AGE,A,2011,32.7369,,-9.1325,9569211.419,-0.075675845
GRC,Greece,EDUTRY,25_34,PC_AGE,A,2012,34.9770,,-7.3005,8785275.456,-0.081922734
GRC,Greece,EDUTRY,25_34,PC_AGE,A,2013,37.1690,,-3.2414,8761116,-0.002749994
GRC,Greece,EDUTRY,25_34,PC_AGE,A,2014,38.6669,,0.7398,11152236,0.272924134
GRC,Greece,EDUTRY,25_34,PC_AGE,A,2015,40.0639,,-0.2909,11237054,0.00760547
GRC,Greece,EDUTRY,25_34,PC_AGE,A,2016,40.9792,,-0.2443,12689082,0.129217854
GRC,Greece,EDUTRY,25_34,PC_AGE,A,2017,42.4800,,1.3513,13861828,0.092421658
HUN,Hungary,EDUTRY,25_34,PC_AGE,A,1998,13.9424,,#N/A,1749200,NA
HUN,Hungary,EDUTRY,25_34,PC_AGE,A,1999,13.7187,,3.1869,1943500,0.111079351
HUN,Hungary,EDUTRY,25_34,PC_AGE,A,2000,14.6931,,4.2092,2197521,0.130702856
HUN,Hungary,EDUTRY,25_34,PC_AGE,A,2001,14.7802,,3.8405,2023385,-0.079242019
HUN,Hungary,EDUTRY,25_34,PC_AGE,A,2002,14.9870,,4.5282,2098760,0.037251932
HUN,Hungary,EDUTRY,25_34,PC_AGE,A,2003,16.7867,,3.8486,2260849,0.077230841
HUN,Hungary,EDUTRY,25_34,PC_AGE,A,2004,18.8817,,5.0049,2546234,0.126229129
HUN,Hungary,EDUTRY,25_34,PC_AGE,A,2005,19.5730,,4.3882,2735214,0.074219416
HUN,Hungary,EDUTRY,25_34,PC_AGE,A,2006,20.7177,,3.8512,2591666,-0.052481451
HUN,Hungary,EDUTRY,25_34,PC_AGE,A,2007,21.9896,,0.4348,3133574,0.209096388
HUN,Hungary,EDUTRY,25_34,PC_AGE,A,2008,23.9607,,0.8555,3111575,-0.007020418
HUN,Hungary,EDUTRY,25_34,PC_AGE,A,2009,25.0688,,-6.6000,2952885,-0.050999896
HUN,Hungary,EDUTRY,25_34,PC_AGE,A,2010,26.0195,,0.6824,12477063.18,3.225380662
HUN,Hungary,EDUTRY,25_34,PC_AGE,A,2011,28.1077,,1.6619,13729553.53,0.100383427
HUN,Hungary,EDUTRY,25_34,PC_AGE,A,2012,30.4309,,-1.6438,12289555.08,-0.104883123
HUN,Hungary,EDUTRY,25_34,PC_AGE,A,2013,30.8764,,2.0962,13926540,0.133201317
HUN,Hungary,EDUTRY,25_34,PC_AGE,A,2014,32.1091,,4.2277,16482060,0.183499994
HUN,Hungary,EDUTRY,25_34,PC_AGE,A,2015,32.1264,,3.3672,20043787,0.216097199
HUN,Hungary,EDUTRY,25_34,PC_AGE,A,2016,30.4002,,2.2132,21399963,0.067660667
HUN,Hungary,EDUTRY,25_34,PC_AGE,A,2017,30.1623,,3.9887,26066294,0.218053227
ISL,Iceland,EDUTRY,25_34,PC_AGE,A,2003,30.1569,,2.3567,1133775,NA
ISL,Iceland,EDUTRY,25_34,PC_AGE,A,2004,31.5923,,8.0743,1332811,0.175551587
ISL,Iceland,EDUTRY,25_34,PC_AGE,A,2005,34.5256,,6.3905,1528929,0.147146145
ISL,Iceland,EDUTRY,25_34,PC_AGE,A,2006,33.3545,,5.0172,1536157,0.004727492
ISL,Iceland,EDUTRY,25_34,PC_AGE,A,2007,32.8481,,9.4283,1720496,0.120000104
ISL,Iceland,EDUTRY,25_34,PC_AGE,A,2008,33.4881,,1.6589,1423422,-0.172667649
ISL,Iceland,EDUTRY,25_34,PC_AGE,A,2009,35.6749,,-6.5053,1364651,-0.041288529
ISL,Iceland,EDUTRY,25_34,PC_AGE,A,2010,36.2212,,-3.6056,1851416.842,0.356696212
ISL,Iceland,EDUTRY,25_34,PC_AGE,A,2011,39.3995,,1.9630,2150527,0.161557436
ISL,Iceland,EDUTRY,25_34,PC_AGE,A,2012,38.3004,,1.3193,2400160,0.116079919
ISL,Iceland,EDUTRY,25_34,PC_AGE,A,2013,39.8426,,4.3081,2602714,0.084391874
ISL,Iceland,EDUTRY,25_34,PC_AGE,A,2014,40.5881,,2.2004,3035882.779,0.16642965
ISL,Iceland,EDUTRY,25_34,PC_AGE,A,2015,40.0527,,4.3113,4134980,0.362035461
ISL,Iceland,EDUTRY,25_34,PC_AGE,A,2016,43.2710,,7.4815,5710834,0.381103173
ISL,Iceland,EDUTRY,25_34,PC_AGE,A,2017,47.4193,,3.6422,7242611,0.268222995
IRL,Ireland,EDUTRY,25_34,PC_AGE,A,2000,29.8036,,9.5599,13983022,NA
IRL,Ireland,EDUTRY,25_34,PC_AGE,A,2001,33.4064,,5.8036,15450847,0.104971944
IRL,Ireland,EDUTRY,25_34,PC_AGE,A,2002,35.2139,,6.3093,19728801,0.276875048
IRL,Ireland,EDUTRY,25_34,PC_AGE,A,2003,37.0624,,3.1195,28863657,0.463021346
IRL,Ireland,EDUTRY,25_34,PC_AGE,A,2004,39.6339,,6.6812,34748853,0.203896409
IRL,Ireland,EDUTRY,25_34,PC_AGE,A,2005,40.6739,,6.0064,42872544,0.233782997
IRL,Ireland,EDUTRY,25_34,PC_AGE,A,2006,42.4628,,5.5217,50737809,0.183456923
IRL,Ireland,EDUTRY,25_34,PC_AGE,A,2007,44.0872,,5.2087,60099058,0.184502429
IRL,Ireland,EDUTRY,25_34,PC_AGE,A,2008,45.0647,,-3.9359,69447262,0.155546598
IRL,Ireland,EDUTRY,25_34,PC_AGE,A,2009,47.5304,,-4.6268,77747207,0.119514359
IRL,Ireland,EDUTRY,25_34,PC_AGE,A,2010,48.3250,,1.8017,84784226,0.090511534
IRL,Ireland,EDUTRY,25_34,PC_AGE,A,2011,47.4293,,2.9849,89956333.51,0.061003181
IRL,Ireland,EDUTRY,25_34,PC_AGE,A,2012,49.2050,,0.0372,92637189.19,0.029801745
IRL,Ireland,EDUTRY,25_34,PC_AGE,A,2013,51.0736,,1.6389,93408036,0.008321138
IRL,Ireland,EDUTRY,25_34,PC_AGE,A,2014,50.7683,,8.3284,98449140,0.053968633
IRL,Ireland,EDUTRY,25_34,PC_AGE,A,2015,52.0042,,25.5573,115928738,0.177549525
IRL,Ireland,EDUTRY,25_34,PC_AGE,A,2017,53.4735,,7.8024,153537551,0.324413201
