Code,Country,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes,GDP_Growth,Passangers,Pass_change
CHE,Switzerland,EDUTRY,25_34,PC_AGE,A,2010,37.4055,,3.0027,22146864,0.506465796
CHE,Switzerland,EDUTRY,25_34,PC_AGE,A,2011,38.0163,,1.6928,24866065,0.122780408
CHE,Switzerland,EDUTRY,25_34,PC_AGE,A,2012,39.2605,,1.0060,26386306.6,0.061137201
CHE,Switzerland,EDUTRY,25_34,PC_AGE,A,2013,41.8915,,1.8520,27503416,0.042336709
CHE,Switzerland,EDUTRY,25_34,PC_AGE,A,2014,44.2143,,2.4492,27923164,0.015261668
CHE,Switzerland,EDUTRY,25_34,PC_AGE,A,2015,46.5026,,1.2264,27011762,-0.032639639
CHE,Switzerland,EDUTRY,25_34,PC_AGE,A,2016,48.8447,,1.3759,25859918,-0.042642313
CHE,Switzerland,EDUTRY,25_34,PC_AGE,A,2017,50.1367,,1.0868,26737536,0.033937385
TUR,Turkey,EDUTRY,25_34,PC_AGE,A,1998,7.8393,,#N/A,9949300,NA
TUR,Turkey,EDUTRY,25_34,PC_AGE,A,1999,8.7134,,-3.3893,10097300,0.014875418
TUR,Turkey,EDUTRY,25_34,PC_AGE,A,2000,8.8802,,6.6401,12187891,0.207044556
TUR,Turkey,EDUTRY,25_34,PC_AGE,A,2001,9.1435,,-5.9623,10603908,-0.129963666
TUR,Turkey,EDUTRY,25_34,PC_AGE,A,2002,10.4919,,6.4303,10686877,0.007824379
TUR,Turkey,EDUTRY,25_34,PC_AGE,A,2003,11.3894,,5.6083,10745444,0.005480273
TUR,Turkey,EDUTRY,25_34,PC_AGE,A,2004,11.4815,,9.6443,14275835,0.328547708
TUR,Turkey,EDUTRY,25_34,PC_AGE,A,2005,12.5081,,9.0099,16943828,0.186888753
TUR,Turkey,EDUTRY,25_34,PC_AGE,A,2006,13.4596,,7.1097,19361415,0.142682456
TUR,Turkey,EDUTRY,25_34,PC_AGE,A,2007,14.1995,,5.0305,22895275,0.182520751
TUR,Turkey,EDUTRY,25_34,PC_AGE,A,2008,15.4631,,0.8453,25505092,0.113989327
TUR,Turkey,EDUTRY,25_34,PC_AGE,A,2009,16.6394,,-4.7045,31339441,0.228752321
TUR,Turkey,EDUTRY,25_34,PC_AGE,A,2010,17.4474,,8.4874,45665249,0.457117534
TUR,Turkey,EDUTRY,25_34,PC_AGE,A,2011,18.8730,,11.1135,53500303,0.171575852
TUR,Turkey,EDUTRY,25_34,PC_AGE,A,2012,20.9983,,4.7899,63350312,0.184111275
TUR,Turkey,EDUTRY,25_34,PC_AGE,A,2013,22.4567,,8.4913,74413804.62,0.174639907
TUR,Turkey,EDUTRY,25_34,PC_AGE,A,2014,24.7934,,5.1667,84574844,0.136547774
TUR,Turkey,EDUTRY,25_34,PC_AGE,A,2015,27.5174,,6.0859,96604665,0.142238761
TUR,Turkey,EDUTRY,25_34,PC_AGE,A,2016,30.4566,,3.1838,100366461,0.038940107
TUR,Turkey,EDUTRY,25_34,PC_AGE,A,2017,31.5887,,7.4186,107917326,0.075232951
GBR,United Kingdom of Great Britain and Northern Ireland,EDUTRY,25_34,PC_AGE,A,1998,25.9881,,#N/A,61940200,NA
GBR,United Kingdom of Great Britain and Northern Ireland,EDUTRY,25_34,PC_AGE,A,1999,27.6819,,3.2167,65738296,0.061318756
GBR,United Kingdom of Great Britain and Northern Ireland,EDUTRY,25_34,PC_AGE,A,2000,28.9017,,3.6641,70436030,0.071461146
GBR,United Kingdom of Great Britain and Northern Ireland,EDUTRY,25_34,PC_AGE,A,2001,30.0667,,2.5441,70331725,-0.001480847
GBR,United Kingdom of Great Britain and Northern Ireland,EDUTRY,25_34,PC_AGE,A,2002,31.4105,,2.4579,72381196,0.029140064
GBR,United Kingdom of Great Britain and Northern Ireland,EDUTRY,25_34,PC_AGE,A,2003,33.3217,,3.3259,76388660,0.055366093
GBR,United Kingdom of Great Britain and Northern Ireland,EDUTRY,25_34,PC_AGE,A,2004,34.8971,,2.3645,86054762,0.126538442
GBR,United Kingdom of Great Britain and Northern Ireland,EDUTRY,25_34,PC_AGE,A,2005,35.3454,,3.0961,93602879,0.08771295
GBR,United Kingdom of Great Britain and Northern Ireland,EDUTRY,25_34,PC_AGE,A,2006,41.8297,,2.4560,97544631,0.04211144
GBR,United Kingdom of Great Britain and Northern Ireland,EDUTRY,25_34,PC_AGE,A,2007,43.0843,,2.3567,101622807,0.041808308
GBR,United Kingdom of Great Britain and Northern Ireland,EDUTRY,25_34,PC_AGE,A,2008,43.3379,,-0.4725,104713553,0.030413901
GBR,United Kingdom of Great Britain and Northern Ireland,EDUTRY,25_34,PC_AGE,A,2009,45.2837,,-4.1878,102464509,-0.02147806
GBR,United Kingdom of Great Britain and Northern Ireland,EDUTRY,25_34,PC_AGE,A,2010,46.0469,,1.6946,101515720.2,-0.009259682
GBR,United Kingdom of Great Britain and Northern Ireland,EDUTRY,25_34,PC_AGE,A,2011,46.9108,,1.4526,111598546.1,0.099322804
GBR,United Kingdom of Great Britain and Northern Ireland,EDUTRY,25_34,PC_AGE,A,2012,47.8608,,1.4813,115419920.6,0.034242152
GBR,United Kingdom of Great Britain and Northern Ireland,EDUTRY,25_34,PC_AGE,A,2013,48.3136,,2.0524,118605866,0.027603081
GBR,United Kingdom of Great Britain and Northern Ireland,EDUTRY,25_34,PC_AGE,A,2014,49.1860,,3.0543,124901676.1,0.053081776
GBR,United Kingdom of Great Britain and Northern Ireland,EDUTRY,25_34,PC_AGE,A,2015,49.9434,,2.3459,131512994,0.05293218
GBR,United Kingdom of Great Britain and Northern Ireland,EDUTRY,25_34,PC_AGE,A,2016,51.7754,,1.9358,143781714,0.093289033
GBR,United Kingdom of Great Britain and Northern Ireland,EDUTRY,25_34,PC_AGE,A,2017,51.6249,,1.7872,151867276,0.056234981
USA,United States of America,EDUTRY,25_34,PC_AGE,A,1998,36.1958,,#N/A,588170880,NA
USA,United States of America,EDUTRY,25_34,PC_AGE,A,1999,37.3689,,4.6852,634364608,0.078537938
USA,United States of America,EDUTRY,25_34,PC_AGE,A,2000,38.0840,,4.0922,665327414,0.048809164
USA,United States of America,EDUTRY,25_34,PC_AGE,A,2001,38.7176,,0.9760,622187846,-0.064839607
USA,United States of America,EDUTRY,25_34,PC_AGE,A,2002,39.3366,,1.7861,598410415,-0.03821584
USA,United States of America,EDUTRY,25_34,PC_AGE,A,2003,38.6528,,2.8068,588997110,-0.015730517
USA,United States of America,EDUTRY,25_34,PC_AGE,A,2004,39.0420,,3.7857,678110608,0.151297004
USA,United States of America,EDUTRY,25_34,PC_AGE,A,2005,39.3634,,3.3452,720547738,0.062581428
USA,United States of America,EDUTRY,25_34,PC_AGE,A,2006,39.2393,,2.6666,725530965,0.006915887
USA,United States of America,EDUTRY,25_34,PC_AGE,A,2007,40.3864,,1.7786,744302310,0.025872562
USA,United States of America,EDUTRY,25_34,PC_AGE,A,2008,41.5649,,-0.2916,701779551,-0.057131032
USA,United States of America,EDUTRY,25_34,PC_AGE,A,2009,41.0563,,-2.7755,679423408,-0.031856361
USA,United States of America,EDUTRY,25_34,PC_AGE,A,2010,42.3110,,2.5319,720497000,0.060453602
USA,United States of America,EDUTRY,25_34,PC_AGE,A,2011,43.1330,,1.6015,730796000,0.0142943
USA,United States of America,EDUTRY,25_34,PC_AGE,A,2012,44.0426,,2.2240,736699000,0.008077494
USA,United States of America,EDUTRY,25_34,PC_AGE,A,2013,44.7795,,1.6773,743171000,0.008785135
USA,United States of America,EDUTRY,25_34,PC_AGE,A,2014,45.6638,,2.5692,762710000,0.026291392
USA,United States of America,EDUTRY,25_34,PC_AGE,A,2015,46.5177,,2.8616,798222000,0.046560292
USA,United States of America,EDUTRY,25_34,PC_AGE,A,2016,47.5218,,1.4853,824039000,0.032343133
USA,United States of America,EDUTRY,25_34,PC_AGE,A,2017,47.7570,,2.2733,849403000,0.030780097
ARG,Argentina,EDUTRY,25_34,PC_AGE,A,2017,18.3889,,2.8639,18308373,NA
BRA,Brazil,EDUTRY,25_34,PC_AGE,A,2007,10.0354,,6.0604,45286990,NA
BRA,Brazil,EDUTRY,25_34,PC_AGE,A,2008,11.0007,,5.0909,58763225,0.297574094
BRA,Brazil,EDUTRY,25_34,PC_AGE,A,2009,11.5756,,-0.1258,67945578,0.156260195
BRA,Brazil,EDUTRY,25_34,PC_AGE,A,2011,12.7425,,3.9853,87860363,0.293099059
BRA,Brazil,EDUTRY,25_34,PC_AGE,A,2012,14.5114,,1.9331,94752568,0.078444987
BRA,Brazil,EDUTRY,25_34,PC_AGE,A,2013,15.2918,,3.0103,95591641,0.008855412
BRA,Brazil,EDUTRY,25_34,PC_AGE,A,2014,16.2766,,0.5082,100403628,0.050338994
BRA,Brazil,EDUTRY,25_34,PC_AGE,A,2015,16.6282,,-3.5498,102039359,0.016291553
CHL,Chile,EDUTRY,25_34,PC_AGE,A,2009,21.6467,,-1.5642,8097314,NA
CHL,Chile,EDUTRY,25_34,PC_AGE,A,2011,22.4839,,6.1109,10949863,0.352283362
CHL,Chile,EDUTRY,25_34,PC_AGE,A,2013,27.2725,,4.0450,13806283,0.260863538
CHL,Chile,EDUTRY,25_34,PC_AGE,A,2015,29.8746,,2.3053,15006762,0.086951644
CHN,China,EDUTRY,25_34,PC_AGE,A,2010,17.9488,,10.6361,266293020,NA
EST,Estonia,EDUTRY,25_34,PC_AGE,A,1998,29.3500,,#N/A,297400,NA
EST,Estonia,EDUTRY,25_34,PC_AGE,A,1999,28.5898,,-0.8565,302000,0.015467384
EST,Estonia,EDUTRY,25_34,PC_AGE,A,2000,28.7214,,10.5681,277595,-0.080811258
EST,Estonia,EDUTRY,25_34,PC_AGE,A,2001,27.2864,,6.3287,277768,0.00062321
EST,Estonia,EDUTRY,25_34,PC_AGE,A,2002,26.2338,,6.0764,304135,0.094924541
EST,Estonia,EDUTRY,25_34,PC_AGE,A,2003,27.3679,,7.4162,395485,0.300360037
EST,Estonia,EDUTRY,25_34,PC_AGE,A,2004,27.5642,,6.2948,509556,0.28843319
EST,Estonia,EDUTRY,25_34,PC_AGE,A,2005,32.9120,,9.3737,577808,0.133944061
EST,Estonia,EDUTRY,25_34,PC_AGE,A,2006,34.4189,,10.2719,598123,0.035158738
EST,Estonia,EDUTRY,25_34,PC_AGE,A,2007,34.3823,,7.7482,651323,0.088944916
EST,Estonia,EDUTRY,25_34,PC_AGE,A,2008,35.7469,,-5.4195,685582,0.052599094
EST,Estonia,EDUTRY,25_34,PC_AGE,A,2009,36.6449,,-14.7244,395532,-0.423071201
EST,Estonia,EDUTRY,25_34,PC_AGE,A,2010,38.0101,,2.2591,582320.2028,0.472245489
EST,Estonia,EDUTRY,25_34,PC_AGE,A,2011,38.9278,,7.5973,614933,0.056004922
EST,Estonia,EDUTRY,25_34,PC_AGE,A,2012,40.0800,,4.3073,914519,0.487184783
EST,Estonia,EDUTRY,25_34,PC_AGE,A,2013,40.4398,,1.9365,627588,-0.313750726
EST,Estonia,EDUTRY,25_34,PC_AGE,A,2014,40.4216,,2.8907,602880,-0.039369778
EST,Estonia,EDUTRY,25_34,PC_AGE,A,2015,40.5085,,1.6743,512389,-0.150097864
EST,Estonia,EDUTRY,25_34,PC_AGE,A,2016,41.0481,,2.0633,372274,-0.273454348
EST,Estonia,EDUTRY,25_34,PC_AGE,A,2017,43.0412,,4.8541,13103,-0.964802807
IND,India,EDUTRY,25_34,PC_AGE,A,2011,13.8996,,6.6384,73996912,NA
IDN,Indonesia,EDUTRY,25_34,PC_AGE,A,2004,10.6071,,5.0309,26780550,NA
IDN,Indonesia,EDUTRY,25_34,PC_AGE,A,2005,6.0907,,5.6926,26835524,0.002052758
IDN,Indonesia,EDUTRY,25_34,PC_AGE,A,2006,7.2119,,5.5010,29867483,0.112983037
IDN,Indonesia,EDUTRY,25_34,PC_AGE,A,2007,8.3086,,6.3450,30405918,0.018027465
IDN,Indonesia,EDUTRY,25_34,PC_AGE,A,2008,7.8547,,6.0137,29766093,-0.021042779
IDN,Indonesia,EDUTRY,25_34,PC_AGE,A,2009,9.0848,,4.6289,27421235,-0.078776143
IDN,Indonesia,EDUTRY,25_34,PC_AGE,A,2010,9.6604,,6.2239,59384361.61,1.165634101
IDN,Indonesia,EDUTRY,25_34,PC_AGE,A,2011,10.2751,,6.1698,70912258.11,0.194123439
IDN,Indonesia,EDUTRY,25_34,PC_AGE,A,2012,11.4569,,6.0301,79405799.81,0.119775366
IDN,Indonesia,EDUTRY,25_34,PC_AGE,A,2013,11.9328,,5.5573,81721356,0.029161046
IDN,Indonesia,EDUTRY,25_34,PC_AGE,A,2014,12.4455,,5.0067,85215879.51,0.042761448
IDN,Indonesia,EDUTRY,25_34,PC_AGE,A,2015,13.7341,,4.8763,90095131,0.057257538
IDN,Indonesia,EDUTRY,25_34,PC_AGE,A,2016,15.0664,,5.0333,99274010,0.101879856
IDN,Indonesia,EDUTRY,25_34,PC_AGE,A,2017,16.1300,,5.0677,110252913,0.110591916
ISR,Israel,EDUTRY,25_34,PC_AGE,A,2002,40.7456,,0.1618,3708138,NA
ISR,Israel,EDUTRY,25_34,PC_AGE,A,2003,41.9540,,0.7676,3677879,-0.00816016
ISR,Israel,EDUTRY,25_34,PC_AGE,A,2005,42.9279,,4.1335,4392448,0.194288338
ISR,Israel,EDUTRY,25_34,PC_AGE,A,2007,41.5479,,5.7736,4662615,0.06150716
ISR,Israel,EDUTRY,25_34,PC_AGE,A,2008,42.2849,,2.9884,4563041,-0.021355827
ISR,Israel,EDUTRY,25_34,PC_AGE,A,2009,42.9210,,1.3816,4605452,0.00929446
ISR,Israel,EDUTRY,25_34,PC_AGE,A,2010,44.2162,,5.2239,5084798,0.104082292
ISR,Israel,EDUTRY,25_34,PC_AGE,A,2011,45.0423,,4.6578,5151469,0.013111829
ISR,Israel,EDUTRY,25_34,PC_AGE,A,2012,44.4985,,1.9425,5381980,0.044746654
ISR,Israel,EDUTRY,25_34,PC_AGE,A,2013,44.8488,,4.1112,5565864,0.034166608
ISR,Israel,EDUTRY,25_34,PC_AGE,A,2014,46.0055,,3.4101,5886728,0.057648552
ISR,Israel,EDUTRY,25_34,PC_AGE,A,2015,45.8979,,3.0379,6331198,0.075503743
ISR,Israel,EDUTRY,25_34,PC_AGE,A,2016,47.4492,,4.0943,6866472,0.084545453
ISR,Israel,EDUTRY,25_34,PC_AGE,A,2017,48.0283,,3.3316,7065040,0.02891849
RUS,Russian Federation,EDUTRY,25_34,PC_AGE,A,2010,52.5371,,4.5037,43855539,NA
RUS,Russian Federation,EDUTRY,25_34,PC_AGE,A,2011,53.2683,,5.2849,50555805,0.152780382
RUS,Russian Federation,EDUTRY,25_34,PC_AGE,A,2012,53.5341,,3.6559,58727125,0.161629708
RUS,Russian Federation,EDUTRY,25_34,PC_AGE,A,2013,54.6691,,1.7854,64072322,0.091017515
RUS,Russian Federation,EDUTRY,25_34,PC_AGE,A,2014,55.6485,,0.7386,72189961,0.12669494
RUS,Russian Federation,EDUTRY,25_34,PC_AGE,A,2015,56.2855,,-2.8282,76846126,0.064498788
RUS,Russian Federation,EDUTRY,25_34,PC_AGE,A,2016,57.5791,,-0.2249,77458318,0.007966465
SAU,Saudi Arabia,EDUTRY,25_34,PC_AGE,A,2014,25.7627,,3.6525,32269452,NA
SVN,Slovenia,EDUTRY,25_34,PC_AGE,A,2000,19.3017,,4.1554,627907,NA
SVN,Slovenia,EDUTRY,25_34,PC_AGE,A,2002,19.6808,,3.8363,720513,0.147483624
SVN,Slovenia,EDUTRY,25_34,PC_AGE,A,2003,23.6639,,2.8421,758392,0.052572264
SVN,Slovenia,EDUTRY,25_34,PC_AGE,A,2004,24.8683,,4.3518,764991,0.008701305
SVN,Slovenia,EDUTRY,25_34,PC_AGE,A,2005,24.6865,,4.0030,757651,-0.009594884
SVN,Slovenia,EDUTRY,25_34,PC_AGE,A,2006,27.0046,,5.6560,860735,0.136057367
SVN,Slovenia,EDUTRY,25_34,PC_AGE,A,2007,30.0668,,6.9417,945420,0.098386844
SVN,Slovenia,EDUTRY,25_34,PC_AGE,A,2008,30.0413,,3.3001,1103685,0.16740179
SVN,Slovenia,EDUTRY,25_34,PC_AGE,A,2009,30.3839,,-7.7973,953378,-0.136186502
SVN,Slovenia,EDUTRY,25_34,PC_AGE,A,2010,31.3077,,1.2378,979803,0.027717233
SVN,Slovenia,EDUTRY,25_34,PC_AGE,A,2011,33.8153,,0.6494,972711,-0.00723819
SVN,Slovenia,EDUTRY,25_34,PC_AGE,A,2012,35.3401,,-2.6696,816630,-0.160459787
SVN,Slovenia,EDUTRY,25_34,PC_AGE,A,2013,37.3936,,-1.1321,857000,0.049434873
SVN,Slovenia,EDUTRY,25_34,PC_AGE,A,2014,38.0802,,2.9792,916981,0.069989498
SVN,Slovenia,EDUTRY,25_34,PC_AGE,A,2015,40.7585,,2.2589,1045409,0.140055247
SVN,Slovenia,EDUTRY,25_34,PC_AGE,A,2016,42.9774,,3.1484,1009559,-0.034292798
SVN,Slovenia,EDUTRY,25_34,PC_AGE,A,2017,44.5670,,5.0008,1087075,0.07678204
ZAF,South Africa,EDUTRY,25_34,PC_AGE,A,2008,3.4325,,3.1911,13135437,NA
ZAF,South Africa,EDUTRY,25_34,PC_AGE,A,2009,3.3636,,-1.5381,12503629,-0.048099504
ZAF,South Africa,EDUTRY,25_34,PC_AGE,A,2010,3.5694,,3.0398,15781210,0.262130378
ZAF,South Africa,EDUTRY,25_34,PC_AGE,A,2011,3.7585,,3.2842,16407784.96,0.03970386
ZAF,South Africa,EDUTRY,25_34,PC_AGE,A,2012,3.9812,,2.2134,17571565.2,0.070928541
ZAF,South Africa,EDUTRY,25_34,PC_AGE,A,2013,5.0131,,2.4852,16311250,-0.071724698
ZAF,South Africa,EDUTRY,25_34,PC_AGE,A,2014,5.2137,,1.8470,17026643.22,0.043858884
ZAF,South Africa,EDUTRY,25_34,PC_AGE,A,2015,5.4170,,1.2795,18882898,0.109020595
ZAF,South Africa,EDUTRY,25_34,PC_AGE,A,2016,5.4060,,0.5654,19744932,0.045651573
ZAF,South Africa,EDUTRY,25_34,PC_AGE,A,2017,6.0092,,1.3201,20821044,0.054500669
LVA,Latvia,EDUTRY,25_34,PC_AGE,A,1999,16.4816,,2.6190,196200,NA
LVA,Latvia,EDUTRY,25_34,PC_AGE,A,2000,17.2921,,5.4069,278396,0.418939857
LVA,Latvia,EDUTRY,25_34,PC_AGE,A,2001,16.5612,,6.4613,255392,-0.082630498
LVA,Latvia,EDUTRY,25_34,PC_AGE,A,2002,17.2575,,7.1030,264991,0.037585359
LVA,Latvia,EDUTRY,25_34,PC_AGE,A,2003,18.4897,,8.4307,339747,0.282107694
LVA,Latvia,EDUTRY,25_34,PC_AGE,A,2004,19.7415,,8.3356,593662,0.747364951
LVA,Latvia,EDUTRY,25_34,PC_AGE,A,2005,21.7334,,10.6970,1032128,0.738578518
LVA,Latvia,EDUTRY,25_34,PC_AGE,A,2006,23.0186,,11.8894,1409620,0.365741458
LVA,Latvia,EDUTRY,25_34,PC_AGE,A,2007,25.6884,,9.9793,1344912,-0.04590457
LVA,Latvia,EDUTRY,25_34,PC_AGE,A,2008,28.8196,,-3.5476,1371810,0.019999822
LVA,Latvia,EDUTRY,25_34,PC_AGE,A,2009,31.6286,,-14.4017,1301848,-0.050999774
LVA,Latvia,EDUTRY,25_34,PC_AGE,A,2010,34.6976,,-3.9407,3158051,1.425821601
LVA,Latvia,EDUTRY,25_34,PC_AGE,A,2011,35.1064,,6.3810,3299391,0.044755452
LVA,Latvia,EDUTRY,25_34,PC_AGE,A,2012,38.7242,,4.0346,2888683,-0.124479942
LVA,Latvia,EDUTRY,25_34,PC_AGE,A,2013,40.7004,,2.4299,2754720,-0.046375113
LVA,Latvia,EDUTRY,25_34,PC_AGE,A,2014,39.4367,,1.8582,2636612.759,-0.042874499
LVA,Latvia,EDUTRY,25_34,PC_AGE,A,2015,39.8704,,2.9717,2527368,-0.041433752
LVA,Latvia,EDUTRY,25_34,PC_AGE,A,2016,42.0973,,2.2088,2843133,0.124938276
LVA,Latvia,EDUTRY,25_34,PC_AGE,A,2017,41.6089,,4.5493,3441024,0.210293011
COL,Colombia,EDUTRY,25_34,PC_AGE,A,2014,27.7357,,4.3936,28675159,NA
COL,Colombia,EDUTRY,25_34,PC_AGE,A,2015,27.4460,,3.0520,30909723,0.077926822
COL,Colombia,EDUTRY,25_34,PC_AGE,A,2016,28.0745,,2.0431,32262658,0.043770531
COL,Colombia,EDUTRY,25_34,PC_AGE,A,2017,28.1066,,1.7681,32506882,0.007569866
LTU,Lithuania,EDUTRY,25_34,PC_AGE,A,2000,39.7392,,3.8317,283836,NA
LTU,Lithuania,EDUTRY,25_34,PC_AGE,A,2005,36.8827,,7.7274,505409,0.78063741
LTU,Lithuania,EDUTRY,25_34,PC_AGE,A,2006,38.8632,,7.4064,429657,-0.14988257
LTU,Lithuania,EDUTRY,25_34,PC_AGE,A,2007,38.8864,,11.0870,423585,-0.014132203
LTU,Lithuania,EDUTRY,25_34,PC_AGE,A,2008,41.5942,,2.6281,609847,0.439727564
LTU,Lithuania,EDUTRY,25_34,PC_AGE,A,2009,43.7241,,-14.8142,616514,0.01093225
LTU,Lithuania,EDUTRY,25_34,PC_AGE,A,2010,46.3174,,1.6398,81450,-0.867886212
LTU,Lithuania,EDUTRY,25_34,PC_AGE,A,2011,48.2138,,6.0431,69445,-0.147391037
LTU,Lithuania,EDUTRY,25_34,PC_AGE,A,2012,48.5773,,3.8270,592996,7.539074087
LTU,Lithuania,EDUTRY,25_34,PC_AGE,A,2013,50.4875,,3.4986,1009728,0.702756848
LTU,Lithuania,EDUTRY,25_34,PC_AGE,A,2014,52.5522,,3.5376,1274911,0.262628153
LTU,Lithuania,EDUTRY,25_34,PC_AGE,A,2015,54.7696,,2.0347,1363946,0.069836247
LTU,Lithuania,EDUTRY,25_34,PC_AGE,A,2016,54.9260,,2.3449,1046012,-0.233098671
LTU,Lithuania,EDUTRY,25_34,PC_AGE,A,2017,55.6260,,3.8289,1069268,0.022233015
CRI,Costa Rica,EDUTRY,25_34,PC_AGE,A,1998,18.1584,,#N/A,1169500,NA
CRI,Costa Rica,EDUTRY,25_34,PC_AGE,A,1999,18.9847,,3.9434,1055300,-0.097648568
CRI,Costa Rica,EDUTRY,25_34,PC_AGE,A,2000,17.5374,,3.7345,877833,-0.168167346
CRI,Costa Rica,EDUTRY,25_34,PC_AGE,A,2001,19.1354,,3.4905,737895,-0.159413009
CRI,Costa Rica,EDUTRY,25_34,PC_AGE,A,2002,21.2472,,3.2918,675146,-0.085037844
CRI,Costa Rica,EDUTRY,25_34,PC_AGE,A,2003,21.3510,,4.2555,749885,0.1107005
CRI,Costa Rica,EDUTRY,25_34,PC_AGE,A,2004,23.3049,,4.3366,901402,0.202053648
CRI,Costa Rica,EDUTRY,25_34,PC_AGE,A,2005,24.0504,,3.8709,953217,0.057482677
CRI,Costa Rica,EDUTRY,25_34,PC_AGE,A,2006,24.1815,,7.2377,943143,-0.010568423
CRI,Costa Rica,EDUTRY,25_34,PC_AGE,A,2007,25.4515,,8.1679,1017054,0.078366695
CRI,Costa Rica,EDUTRY,25_34,PC_AGE,A,2008,25.6106,,4.6496,1023665,0.006500147
CRI,Costa Rica,EDUTRY,25_34,PC_AGE,A,2009,29.0299,,-0.9706,932581,-0.088978328
CRI,Costa Rica,EDUTRY,25_34,PC_AGE,A,2010,26.1317,,4.9519,1697893.889,0.82063959
CRI,Costa Rica,EDUTRY,25_34,PC_AGE,A,2011,25.6509,,4.3071,1829514.947,0.077520191
CRI,Costa Rica,EDUTRY,25_34,PC_AGE,A,2012,28.8635,,4.7969,1770111.378,-0.032469573
CRI,Costa Rica,EDUTRY,25_34,PC_AGE,A,2013,28.2754,,2.2690,1498996,-0.153162892
CRI,Costa Rica,EDUTRY,25_34,PC_AGE,A,2014,28.7045,,3.5153,1427414,-0.047753296
CRI,Costa Rica,EDUTRY,25_34,PC_AGE,A,2015,28.3316,,3.6317,1525922,0.069011513
CRI,Costa Rica,EDUTRY,25_34,PC_AGE,A,2016,28.9229,,4.1564,1572605,0.030593307
CRI,Costa Rica,EDUTRY,25_34,PC_AGE,A,2017,28.0041,,3.1918,1822880,0.159146766
G20,#N/A,EDUTRY,25_34,PC_AGE,A,2010,34.3764,,#N/A,#N/A,#N/A
G20,#N/A,EDUTRY,25_34,PC_AGE,A,2011,33.5481,,#N/A,#N/A,#N/A
